OrderID,OrderDate,Region,City,Category,SubCategory,CustomerID,CustomerAge,Gender,Quantity,UnitPrice,Discount,Revenue,Profit,PaymentMode
233,10/27/2023,West,Kolkata,Electronics,Laptop,CUST1593,23,Male,5,3802,0.13,16538.7,6398.85,UPI
234,2/28/2023,North,Bangalore,Furniture,Bed,CUST1642,45,Female,2,761,0.1,1369.8,324.99,Cash
235,7/26/2023,West,Chennai,Furniture,Chair,CUST1352,24,Female,2,854,0.2,1366.4,516.96,Card
236,1/24/2023,North,Chennai,Grocery,Rice,CUST1403,54,Male,4,3988,0.26,11804.48,2146.64,Cash
237,6/1/2023,West,Chennai,Electronics,TV,CUST1561,49,Male,4,2879,0.11,10249.24,1062.9,UPI
238,3/7/2023,West,Kolkata,Furniture,Sofa,CUST1334,51,Male,1,1373,0.22,1070.94,272.02,Cash
239,7/5/2023,South,Mumbai,Furniture,Chair,CUST1245,29,Male,4,1897,0.2,6070.4,621.37,Net Banking
240,12/21/2023,South,Bangalore,Furniture,Table,CUST1793,25,Female,3,629,0.19,1528.47,275.23,Cash
241,11/30/2023,North,Hyderabad,Grocery,Snacks,CUST1001,54,Male,4,4673,0.05,17757.4,5837.51,Cash
242,11/12/2023,West,Hyderabad,Clothing,Shirt,CUST1380,31,Female,5,4105,0.15,17446.25,5684.52,Net Banking
243,12/11/2023,South,Kolkata,Furniture,Sofa,CUST1027,19,Female,1,3255,0.18,2669.1,936.7,UPI
244,6/13/2023,South,Hyderabad,Grocery,Snacks,CUST1300,40,Female,3,1352,0,4056,906.42,UPI
245,4/3/2023,North,Delhi,Furniture,Table,CUST1777,29,Male,3,3181,0.02,9352.14,3264.58,Card
246,1/1/2023,West,Delhi,Furniture,Bed,CUST1312,37,Male,1,1380,0.13,1200.6,268.5,Net Banking
247,7/23/2023,North,Kolkata,Furniture,Chair,CUST1164,45,Male,4,3292,0.18,10797.76,3163.53,Card
248,5/10/2023,East,Kolkata,Clothing,Shirt,CUST1968,54,Male,4,1374,0.03,5331.12,1701.03,Net Banking
249,7/17/2023,North,Kolkata,Furniture,Table,CUST1484,22,Male,4,381,0.01,1508.76,548.23,Net Banking
250,10/3/2023,North,Kolkata,Furniture,Bed,CUST1692,41,Female,1,1108,0.18,908.56,175.84,Card
251,7/4/2023,North,Mumbai,Grocery,Oil,CUST1038,48,Male,3,225,0.29,479.25,99.81,UPI
252,5/31/2023,East,Chennai,Furniture,Chair,CUST1383,33,Female,3,3349,0.1,9042.3,2173.1,Cash
253,12/7/2023,North,Chennai,Furniture,Chair,CUST1128,25,Male,2,2893,0.22,4513.08,1585.38,Cash
254,7/12/2023,South,Bangalore,Electronics,Mobile,CUST1310,43,Female,5,4712,0.29,16727.6,5409.84,Net Banking
255,5/16/2023,South,Hyderabad,Grocery,Oil,CUST1302,57,Male,3,3585,0.15,9141.75,1962.24,Cash
256,10/16/2023,North,Hyderabad,Furniture,Bed,CUST1000,36,Male,1,4783,0.03,4639.51,748.57,Net Banking
257,8/8/2023,East,Mumbai,Electronics,Laptop,CUST1961,23,Female,5,1427,0.2,5708,2100.67,UPI
258,3/14/2023,South,Kolkata,Clothing,Shirt,CUST1756,30,Female,1,3332,0.12,2932.16,406.91,Cash
259,5/12/2023,East,Delhi,Electronics,TV,CUST1613,36,Male,1,1447,0.2,1157.6,197.3,Card
260,5/9/2023,West,Delhi,Clothing,Shirt,CUST1343,24,Male,2,1100,0.1,1980,275.87,Card
261,7/18/2023,North,Mumbai,Grocery,Snacks,CUST1142,38,Female,1,2872,0.1,2584.8,749.75,Net Banking
262,8/12/2023,South,Bangalore,Clothing,Dress,CUST1496,52,Female,3,2975,0.16,7497,1657.24,Cash
263,11/26/2023,East,Kolkata,Electronics,Mobile,CUST1961,26,Male,4,3438,0.18,11276.64,2250.1,Card
264,4/27/2023,North,Bangalore,Furniture,Sofa,CUST1220,43,Male,3,3965,0.29,8445.45,1231.77,Net Banking
265,10/27/2023,West,Kolkata,Grocery,Rice,CUST1739,32,Male,1,111,0.04,106.56,25.79,Net Banking
266,12/30/2023,West,Mumbai,Grocery,Oil,CUST1890,38,Male,3,1043,0.16,2628.36,462.43,UPI
267,10/8/2023,South,Hyderabad,Clothing,Shirt,CUST1803,28,Female,3,1114,0.27,2439.66,923.69,Net Banking
268,10/2/2023,West,Chennai,Electronics,Laptop,CUST1801,31,Female,3,3954,0.06,11150.28,2857.2,Net Banking
269,1/27/2023,South,Kolkata,Grocery,Oil,CUST1668,45,Male,5,1063,0.08,4889.8,1538.03,Net Banking
270,3/18/2023,West,Chennai,Clothing,Shirt,CUST1643,43,Female,3,205,0.18,504.3,93.37,Card
271,3/15/2023,North,Delhi,Electronics,Headphones,CUST1038,30,Female,1,4545,0.05,4317.75,844.83,Cash
272,9/20/2023,North,Mumbai,Grocery,Rice,CUST1821,18,Male,1,544,0.08,500.48,55.61,Cash
273,4/28/2023,East,Kolkata,Grocery,Rice,CUST1276,39,Female,4,1808,0.19,5857.92,671.19,Card
274,5/1/2023,South,Delhi,Clothing,Jeans,CUST1636,59,Male,4,4076,0.24,12391.04,2552.78,UPI
275,6/1/2023,East,Delhi,Furniture,Sofa,CUST1530,53,Female,1,3325,0.08,3059,946.4,Net Banking
276,8/30/2023,North,Hyderabad,Electronics,Headphones,CUST1580,52,Female,4,3373,0.24,10253.92,1743.2,Cash
277,5/30/2023,North,Hyderabad,Grocery,Rice,CUST1431,54,Female,4,1349,0.14,4640.56,1110.92,Card
278,3/19/2023,East,Kolkata,Furniture,Sofa,CUST1076,42,Male,3,1087,0.06,3065.34,639.47,Card
279,11/19/2023,North,Bangalore,Electronics,Mobile,CUST1553,56,Female,2,1443,0.04,2770.56,530.44,UPI
280,8/6/2023,East,Mumbai,Grocery,Milk,CUST1101,59,Male,1,3451,0.04,3312.96,1221.71,Net Banking
281,3/14/2023,West,Mumbai,Clothing,Jeans,CUST1647,50,Female,5,4231,0.03,20520.35,2703.41,Card
282,11/12/2023,East,Mumbai,Electronics,Laptop,CUST1641,22,Female,3,2572,0.19,6249.96,1670.47,Net Banking
283,7/19/2023,West,Bangalore,Furniture,Sofa,CUST1561,20,Male,4,3710,0.19,12020.4,3830.37,Card
284,5/10/2023,North,Hyderabad,Grocery,Rice,CUST1726,19,Male,4,2528,0.14,8696.32,2981.99,Net Banking
285,9/21/2023,East,Mumbai,Furniture,Bed,CUST1661,53,Male,1,3974,0.22,3099.72,807.29,UPI
286,11/7/2023,West,Chennai,Electronics,Laptop,CUST1207,59,Female,5,1968,0.19,7970.4,1383.25,UPI
287,5/16/2023,West,Mumbai,Electronics,Mobile,CUST1979,20,Male,1,2202,0.23,1695.54,501.42,Card
288,12/26/2023,South,Mumbai,Clothing,Dress,CUST1247,18,Male,5,4543,0.29,16127.65,6354.17,Card
289,8/19/2023,East,Hyderabad,Electronics,Headphones,CUST1799,50,Female,1,385,0.16,323.4,68.86,UPI
290,5/22/2023,West,Delhi,Electronics,Mobile,CUST1803,50,Male,5,2931,0.15,12456.75,4387.38,UPI
291,9/6/2023,West,Hyderabad,Electronics,TV,CUST1968,18,Female,2,1701,0.11,3027.78,896.54,UPI
292,11/7/2023,East,Chennai,Electronics,TV,CUST1261,52,Male,3,1825,0.13,4763.25,1047.07,UPI
293,1/12/2023,West,Mumbai,Electronics,Laptop,CUST1238,59,Male,3,2290,0.3,4809,695.25,Net Banking
294,5/14/2023,North,Delhi,Grocery,Rice,CUST1066,33,Female,2,1926,0.2,3081.6,740.37,Net Banking
295,12/13/2023,West,Bangalore,Furniture,Bed,CUST1129,52,Female,4,172,0.1,619.2,243.43,Net Banking
296,11/6/2023,West,Hyderabad,Grocery,Snacks,CUST1288,53,Male,2,4461,0.25,6691.5,2410.56,UPI
297,1/25/2023,North,Delhi,Electronics,Laptop,CUST1652,51,Female,1,1233,0.27,900.09,136.09,UPI
298,1/12/2023,North,Delhi,Furniture,Sofa,CUST1799,49,Male,5,1063,0.04,5102.4,566.7,UPI
299,11/12/2023,South,Bangalore,Clothing,Shirt,CUST1446,23,Male,4,3824,0.28,11013.12,1510.65,Card
300,10/14/2023,East,Chennai,Clothing,Shirt,CUST1516,36,Male,5,4238,0.19,17163.9,3517.56,Cash
301,2/25/2023,West,Mumbai,Electronics,Mobile,CUST1462,26,Female,2,4837,0.15,8222.9,1428.51,UPI
302,7/9/2023,East,Hyderabad,Grocery,Oil,CUST1493,24,Female,3,4076,0.04,11738.88,4268.08,Net Banking
303,9/30/2023,West,Kolkata,Furniture,Chair,CUST1100,56,Female,4,708,0.15,2407.2,243.11,UPI
304,8/19/2023,West,Hyderabad,Furniture,Bed,CUST1689,54,Male,4,919,0.05,3492.2,709.9,Cash
305,4/2/2023,East,Bangalore,Furniture,Bed,CUST1981,31,Male,4,867,0.06,3259.92,944.31,UPI
306,3/3/2023,South,Kolkata,Electronics,Headphones,CUST1730,38,Female,5,2745,0.29,9744.75,3171.19,Cash
307,8/30/2023,East,Mumbai,Furniture,Chair,CUST1492,38,Female,5,1000,0.06,4700,1862.91,UPI
308,7/7/2023,South,Bangalore,Clothing,Dress,CUST1394,38,Male,5,2485,0.02,12176.5,4714.86,Card
309,2/3/2023,South,Bangalore,Grocery,Oil,CUST1563,35,Male,4,4378,0.04,16811.52,6083.08,UPI
310,1/21/2023,South,Delhi,Clothing,Jacket,CUST1553,30,Male,3,3904,0.12,10306.56,2702.03,UPI
311,5/9/2023,South,Hyderabad,Clothing,Jacket,CUST1129,46,Female,1,4300,0.03,4171,844.18,Net Banking
312,10/4/2023,East,Kolkata,Furniture,Table,CUST1283,28,Female,1,341,0.01,337.59,43.71,Cash
313,3/20/2023,West,Bangalore,Furniture,Bed,CUST1912,40,Female,2,875,0.27,1277.5,267,Card
314,3/28/2023,South,Mumbai,Electronics,Mobile,CUST1042,18,Male,5,2248,0.01,11127.6,4324.11,Card
315,5/13/2023,East,Mumbai,Clothing,Dress,CUST1147,38,Male,5,3606,0.02,17669.4,7003.58,Cash
316,7/30/2023,South,Bangalore,Grocery,Milk,CUST1390,45,Female,2,2050,0.09,3731,1100.98,UPI
317,12/18/2023,East,Kolkata,Furniture,Chair,CUST1519,27,Female,3,3662,0.12,9667.68,2273.02,Net Banking
318,11/25/2023,South,Delhi,Furniture,Bed,CUST1961,32,Male,4,1346,0.23,4145.68,1374.9,Net Banking
319,3/19/2023,South,Delhi,Electronics,Laptop,CUST1616,58,Female,2,1062,0.04,2039.04,439.41,Card
320,9/23/2023,East,Delhi,Clothing,Jeans,CUST1148,53,Male,1,477,0.14,410.22,53.84,UPI
321,12/17/2023,North,Chennai,Clothing,Dress,CUST1911,49,Male,4,869,0.18,2850.32,642.1,Card
322,7/2/2023,East,Bangalore,Clothing,Jacket,CUST1968,42,Female,4,622,0.01,2463.12,903.37,Card
323,8/1/2023,North,Chennai,Grocery,Snacks,CUST1171,49,Male,3,3797,0.28,8201.52,2688.39,UPI
324,5/2/2023,East,Delhi,Clothing,Shirt,CUST1543,47,Female,3,785,0,2355,240.86,Net Banking
325,5/29/2023,West,Chennai,Clothing,Dress,CUST1637,25,Male,1,4975,0.28,3582,1161.74,Card
326,8/23/2023,West,Mumbai,Clothing,Jeans,CUST1344,39,Male,4,1859,0.05,7064.2,1670.63,UPI
327,8/1/2023,East,Mumbai,Furniture,Bed,CUST1462,44,Female,4,3968,0.22,12380.16,4551.16,Card
328,2/13/2023,South,Chennai,Grocery,Milk,CUST1460,39,Male,2,3778,0.15,6422.6,2278.72,Cash
329,7/10/2023,South,Chennai,Grocery,Rice,CUST1629,36,Female,3,2568,0.18,6317.28,1563.48,Cash
330,12/28/2023,South,Delhi,Electronics,TV,CUST1185,33,Female,5,1404,0.23,5405.4,1902.58,Cash
331,8/12/2023,North,Bangalore,Electronics,TV,CUST1831,59,Male,1,1384,0.26,1024.16,324.28,Card
332,10/29/2023,North,Chennai,Clothing,Dress,CUST1230,44,Female,2,3662,0.09,6664.84,1181.65,Card
333,3/27/2023,West,Chennai,Electronics,Headphones,CUST1233,43,Female,3,3237,0.11,8642.79,1424.87,UPI
334,5/1/2023,West,Kolkata,Electronics,Laptop,CUST1417,37,Female,2,2713,0.25,4069.5,1614.33,Net Banking
335,11/8/2023,North,Mumbai,Electronics,Laptop,CUST1210,54,Female,3,4083,0.04,11759.04,3625.53,Net Banking
336,1/24/2023,North,Kolkata,Electronics,Headphones,CUST1226,43,Female,2,2279,0.12,4011.04,830.25,UPI
337,9/17/2023,East,Bangalore,Electronics,Laptop,CUST1187,37,Female,5,2123,0.05,10084.25,3945.75,Card
338,1/3/2023,West,Mumbai,Grocery,Snacks,CUST1727,54,Male,1,3290,0.26,2434.6,601.27,Card
339,6/7/2023,West,Chennai,Grocery,Milk,CUST1593,36,Female,2,3047,0.02,5972.12,1517.04,Cash
340,7/30/2023,East,Kolkata,Furniture,Table,CUST1405,41,Female,4,4255,0.1,15318,3202.27,Card
341,12/22/2023,West,Kolkata,Furniture,Chair,CUST1703,36,Male,5,641,0.29,2275.55,766.97,Card
342,5/26/2023,North,Hyderabad,Electronics,Headphones,CUST1830,45,Female,5,4935,0.04,23688,4248.4,UPI
343,10/28/2023,East,Bangalore,Grocery,Oil,CUST1160,34,Female,3,1426,0.3,2994.6,359.55,Net Banking
344,7/17/2023,West,Hyderabad,Furniture,Sofa,CUST1558,31,Male,4,759,0.24,2307.36,841.03,Net Banking
345,11/21/2023,South,Mumbai,Electronics,Headphones,CUST1504,27,Male,4,174,0.22,542.88,62.38,Net Banking
346,7/17/2023,North,Kolkata,Grocery,Oil,CUST1848,36,Female,2,3796,0.18,6225.44,1394.85,Cash
347,12/15/2023,West,Mumbai,Electronics,Mobile,CUST1831,54,Female,2,646,0.13,1124.04,155.32,UPI
348,12/22/2023,East,Kolkata,Clothing,Jeans,CUST1581,43,Male,4,2196,0.13,7642.08,907.83,Cash
349,5/9/2023,South,Delhi,Furniture,Bed,CUST1791,53,Male,4,4833,0.22,15078.96,3785.75,Card
350,1/31/2023,North,Delhi,Grocery,Snacks,CUST1595,41,Female,1,785,0.18,643.7,231.34,Cash
351,4/16/2023,East,Kolkata,Clothing,Shirt,CUST1413,39,Male,1,4743,0,4743,1494.88,Cash
352,12/2/2023,West,Chennai,Clothing,Dress,CUST1399,48,Male,4,262,0.08,964.16,157.99,UPI
353,8/16/2023,East,Delhi,Clothing,Shirt,CUST1695,37,Female,2,304,0.08,559.36,197.5,Net Banking
354,6/27/2023,North,Bangalore,Clothing,Jacket,CUST1928,44,Male,2,2397,0.17,3979.02,1178.68,Cash
355,5/23/2023,North,Chennai,Furniture,Table,CUST1943,24,Female,2,771,0.2,1233.6,136.91,UPI
356,5/22/2023,South,Mumbai,Furniture,Bed,CUST1312,54,Male,5,1549,0.25,5808.75,950.81,Cash
357,11/1/2023,West,Hyderabad,Grocery,Oil,CUST1914,42,Female,2,3752,0.2,6003.2,2044.51,Net Banking
358,6/10/2023,North,Delhi,Grocery,Milk,CUST1177,21,Female,5,4579,0.29,16255.45,5609.68,UPI
359,3/2/2023,East,Bangalore,Clothing,Jacket,CUST1572,51,Female,2,697,0.17,1157.02,281.14,UPI
360,1/17/2023,East,Kolkata,Clothing,Shirt,CUST1609,23,Female,4,2190,0.02,8584.8,1610.93,Cash
361,1/22/2023,East,Hyderabad,Furniture,Table,CUST1111,19,Female,2,3748,0.13,6521.52,2332.83,Card
362,6/16/2023,West,Chennai,Clothing,Dress,CUST1085,29,Female,2,197,0.26,291.56,76.37,Card
363,11/15/2023,West,Bangalore,Clothing,Shirt,CUST1560,49,Female,4,4766,0.14,16395.04,6302.47,Net Banking
364,8/2/2023,South,Kolkata,Electronics,Mobile,CUST1654,57,Female,5,4727,0.16,19853.4,3424.17,Card
365,6/17/2023,South,Kolkata,Furniture,Sofa,CUST1057,45,Female,5,1849,0.05,8782.75,2839.92,Card
366,2/13/2023,West,Mumbai,Furniture,Bed,CUST1096,59,Female,2,4642,0.17,7705.72,2864.64,UPI
367,3/30/2023,North,Chennai,Furniture,Chair,CUST1378,36,Female,4,2374,0.03,9211.12,1869.54,Card
368,1/8/2023,East,Bangalore,Grocery,Snacks,CUST1919,45,Female,5,4502,0.06,21159.4,7278.47,Card
369,2/16/2023,West,Chennai,Electronics,Laptop,CUST1910,57,Female,1,2311,0.08,2126.12,651.22,Card
370,12/2/2023,North,Mumbai,Furniture,Sofa,CUST1386,20,Male,2,4663,0.17,7740.58,2710.67,Card
371,5/9/2023,North,Bangalore,Clothing,Dress,CUST1519,54,Male,3,1998,0.3,4195.8,1501.2,UPI
372,9/3/2023,South,Chennai,Electronics,TV,CUST1786,49,Female,4,787,0.05,2990.6,801.19,UPI
373,1/21/2023,South,Mumbai,Electronics,Headphones,CUST1669,30,Female,1,4058,0.29,2881.18,791.38,Net Banking
374,2/28/2023,East,Chennai,Grocery,Snacks,CUST1246,44,Female,2,1383,0.3,1936.2,205.36,Cash
375,6/3/2023,South,Kolkata,Furniture,Chair,CUST1381,22,Female,5,1660,0.03,8051,3149.48,UPI
376,5/14/2023,West,Chennai,Electronics,Laptop,CUST1210,28,Female,3,3647,0.26,8096.34,1249.11,Net Banking
377,8/4/2023,East,Chennai,Electronics,TV,CUST1225,39,Male,2,3090,0.2,4944,1511.79,UPI
378,10/4/2023,North,Chennai,Electronics,Headphones,CUST1155,43,Male,3,687,0.1,1854.9,645.27,Card
379,11/3/2023,South,Chennai,Electronics,Mobile,CUST1942,35,Female,1,1080,0.13,939.6,120.64,UPI
380,5/30/2023,South,Bangalore,Grocery,Snacks,CUST1272,22,Female,2,1198,0.2,1916.8,409.66,Net Banking
381,10/16/2023,East,Delhi,Grocery,Oil,CUST1723,33,Female,4,1774,0.25,5322,1723.3,UPI
382,2/16/2023,East,Hyderabad,Furniture,Sofa,CUST1934,23,Male,2,1189,0.09,2163.98,863.11,UPI
383,5/8/2023,West,Mumbai,Clothing,Jeans,CUST1190,20,Male,1,4319,0.3,3023.3,1143.41,UPI
384,7/10/2023,East,Delhi,Grocery,Oil,CUST1532,52,Female,4,541,0.15,1839.4,567.28,Card
385,2/8/2023,South,Hyderabad,Grocery,Rice,CUST1392,52,Female,1,3800,0.12,3344,575.92,Net Banking
386,8/7/2023,South,Chennai,Furniture,Bed,CUST1406,44,Female,4,2357,0.2,7542.4,1038.83,Cash
387,7/9/2023,West,Bangalore,Electronics,Laptop,CUST1546,36,Female,2,2697,0.07,5016.42,1432.27,Cash
388,9/27/2023,South,Hyderabad,Grocery,Rice,CUST1153,55,Male,3,695,0.01,2064.15,564.68,UPI
389,10/2/2023,South,Kolkata,Furniture,Sofa,CUST1712,45,Female,1,4278,0.29,3037.38,462.25,Cash
390,9/8/2023,South,Bangalore,Clothing,Jacket,CUST1635,36,Male,4,2320,0.29,6588.8,1199.15,UPI
391,6/13/2023,South,Delhi,Furniture,Table,CUST1935,34,Male,4,4593,0.07,17085.96,6218.02,Card
392,5/22/2023,West,Bangalore,Clothing,Jeans,CUST1202,52,Male,1,2467,0.17,2047.61,644.69,Net Banking
393,3/9/2023,South,Mumbai,Grocery,Milk,CUST1987,25,Female,1,2481,0.22,1935.18,746.12,Net Banking
394,1/16/2023,East,Bangalore,Furniture,Chair,CUST1476,47,Male,2,4108,0.3,5751.2,1220.1,Net Banking
395,9/12/2023,North,Bangalore,Grocery,Rice,CUST1660,22,Female,4,878,0.3,2458.4,352.27,UPI
396,7/20/2023,East,Hyderabad,Electronics,Headphones,CUST1444,26,Male,4,4040,0.18,13251.2,4843.58,Card
397,3/6/2023,West,Kolkata,Furniture,Table,CUST1007,40,Female,4,1158,0.25,3474,473.53,Net Banking
398,5/27/2023,East,Chennai,Grocery,Milk,CUST1025,46,Male,4,3759,0.14,12930.96,4638.89,Net Banking
399,5/12/2023,North,Kolkata,Electronics,Laptop,CUST1822,24,Male,5,1673,0.18,6859.3,1297.85,Cash
400,12/8/2023,South,Delhi,Furniture,Bed,CUST1491,19,Male,4,871,0.12,3065.92,777.82,Cash
401,3/28/2023,East,Kolkata,Grocery,Oil,CUST1933,23,Female,2,2494,0.22,3890.64,965.35,Card
402,8/6/2023,East,Mumbai,Electronics,Laptop,CUST1282,25,Male,1,3893,0.11,3464.77,894.78,Cash
403,4/19/2023,East,Kolkata,Furniture,Table,CUST1752,52,Male,3,3551,0.14,9161.58,2426.54,UPI
404,5/21/2023,North,Kolkata,Electronics,Laptop,CUST1700,55,Male,3,1555,0.08,4291.8,1450.21,UPI
405,12/19/2023,South,Chennai,Clothing,Dress,CUST1601,56,Female,1,1425,0.01,1410.75,211.62,Cash
406,12/29/2023,East,Delhi,Grocery,Milk,CUST1821,58,Female,5,3928,0.17,16301.2,4013.35,Card
407,2/28/2023,North,Delhi,Electronics,Laptop,CUST1934,58,Male,1,4748,0.25,3561,856.49,Card
408,2/15/2023,South,Delhi,Clothing,Dress,CUST1556,18,Female,5,1617,0.3,5659.5,2040.55,Card
409,4/19/2023,East,Kolkata,Clothing,Dress,CUST1267,50,Male,4,118,0.12,415.36,53.05,UPI
410,12/13/2023,West,Chennai,Furniture,Bed,CUST1173,40,Female,5,1087,0.25,4076.25,1628.59,Cash
411,5/26/2023,West,Hyderabad,Clothing,Jacket,CUST1961,21,Female,5,826,0.01,4088.7,566.37,Net Banking
412,8/27/2023,South,Delhi,Clothing,Jeans,CUST1411,57,Female,1,2786,0.2,2228.8,829.81,UPI
413,2/10/2023,South,Kolkata,Electronics,Laptop,CUST1934,19,Male,4,3908,0.12,13756.16,4177.41,Card
414,9/23/2023,South,Bangalore,Clothing,Jeans,CUST1909,35,Female,5,4300,0.19,17415,2326.44,Cash
415,9/16/2023,West,Bangalore,Electronics,Laptop,CUST1083,23,Female,3,3289,0.03,9570.99,3385.29,Net Banking
416,12/16/2023,South,Kolkata,Grocery,Milk,CUST1295,19,Male,3,4824,0.27,10564.56,4015.24,Card
417,11/17/2023,East,Mumbai,Clothing,Dress,CUST1310,32,Male,1,4108,0.13,3573.96,1113.24,UPI
418,10/6/2023,West,Kolkata,Electronics,Headphones,CUST1407,55,Male,2,1336,0.24,2030.72,680.67,Card
419,4/9/2023,South,Delhi,Grocery,Oil,CUST1428,26,Female,4,2424,0.21,7659.84,2075.98,UPI
420,12/20/2023,South,Mumbai,Grocery,Rice,CUST1799,20,Female,5,2121,0.24,8059.8,2144.5,Net Banking
421,12/26/2023,South,Hyderabad,Clothing,Jacket,CUST1074,49,Female,3,3343,0.27,7321.17,1981.87,Card
422,6/16/2023,North,Hyderabad,Furniture,Sofa,CUST1289,45,Female,2,1241,0.21,1960.78,379.37,Net Banking
423,7/12/2023,East,Hyderabad,Grocery,Oil,CUST1558,37,Female,5,106,0.04,508.8,67.66,Net Banking
424,5/6/2023,West,Kolkata,Grocery,Milk,CUST1394,55,Female,3,3373,0.19,8196.39,1712.47,UPI
425,11/17/2023,North,Delhi,Furniture,Sofa,CUST1030,21,Female,5,1029,0.25,3858.75,871.82,Card
426,12/10/2023,East,Kolkata,Grocery,Oil,CUST1442,20,Female,1,2000,0.29,1420,470.66,Cash
427,12/29/2023,South,Hyderabad,Furniture,Chair,CUST1447,44,Female,3,4752,0.12,12545.28,4871.35,Cash
428,9/2/2023,West,Chennai,Electronics,Laptop,CUST1541,59,Female,2,3734,0.01,7393.32,1280.05,Net Banking
429,12/23/2023,North,Kolkata,Grocery,Snacks,CUST1034,40,Female,5,2269,0.03,11004.65,1245.99,Cash
430,3/18/2023,East,Delhi,Electronics,TV,CUST1058,34,Male,4,885,0.25,2655,278.23,UPI
431,6/14/2023,North,Delhi,Electronics,Headphones,CUST1488,30,Female,5,3907,0.1,17581.5,4176.97,UPI
432,2/11/2023,North,Mumbai,Clothing,Jeans,CUST1353,49,Female,2,464,0.23,714.56,107.12,Cash
433,1/21/2023,North,Bangalore,Furniture,Chair,CUST1299,28,Male,5,4957,0.02,24289.3,7220.37,Cash
434,5/5/2023,West,Chennai,Furniture,Sofa,CUST1482,30,Female,4,1622,0.05,6163.6,1387.46,Cash
435,4/9/2023,North,Delhi,Grocery,Snacks,CUST1763,35,Male,2,2286,0.06,4297.68,710.34,Cash
436,12/7/2023,West,Hyderabad,Electronics,Headphones,CUST1519,45,Male,1,3835,0.19,3106.35,1054.94,Cash
437,3/5/2023,South,Kolkata,Clothing,Dress,CUST1090,51,Male,5,756,0.21,2986.2,381.99,Cash
438,5/29/2023,North,Bangalore,Grocery,Rice,CUST1757,28,Female,3,1945,0.16,4901.4,681.34,Net Banking
439,1/12/2023,West,Kolkata,Furniture,Bed,CUST1581,34,Male,4,1076,0.2,3443.2,895.11,Net Banking
440,11/4/2023,South,Hyderabad,Furniture,Sofa,CUST1863,23,Male,3,2294,0.15,5849.7,2175.49,Net Banking
441,7/22/2023,West,Kolkata,Electronics,Headphones,CUST1703,34,Female,2,1710,0.06,3214.8,551.21,UPI
442,8/27/2023,East,Hyderabad,Furniture,Table,CUST1771,24,Female,3,3902,0.12,10301.28,1563.16,Net Banking
443,4/26/2023,East,Delhi,Furniture,Bed,CUST1940,34,Female,5,4358,0.06,20482.6,7521.64,UPI
444,11/19/2023,North,Kolkata,Furniture,Table,CUST1442,22,Female,1,4035,0.07,3752.55,1149.89,Cash
445,7/27/2023,East,Delhi,Grocery,Oil,CUST1113,49,Female,5,1042,0.19,4220.1,515.21,Card
446,11/16/2023,South,Kolkata,Clothing,Jacket,CUST1125,38,Male,5,4878,0.26,18048.6,4364.73,UPI
447,2/26/2023,South,Hyderabad,Electronics,Laptop,CUST1733,52,Female,4,3852,0.08,14175.36,4774.1,Net Banking
448,1/30/2023,East,Bangalore,Electronics,Laptop,CUST1646,20,Male,3,2411,0.3,5063.1,1888.82,Card
449,2/6/2023,West,Delhi,Grocery,Rice,CUST1140,57,Male,1,3463,0.25,2597.25,461.94,Card
450,6/13/2023,East,Bangalore,Grocery,Oil,CUST1546,19,Female,5,2335,0.2,9340,1589.34,Card
451,12/24/2023,East,Chennai,Grocery,Oil,CUST1074,52,Female,1,4997,0.02,4897.06,1360.1,Cash
452,10/17/2023,South,Delhi,Clothing,Dress,CUST1044,36,Female,3,1009,0.24,2300.52,266.16,Net Banking
453,6/11/2023,East,Bangalore,Electronics,TV,CUST1745,33,Male,3,457,0.09,1247.61,470.28,Cash
454,10/17/2023,North,Chennai,Grocery,Snacks,CUST1294,20,Male,4,4645,0.21,14678.2,2934.81,Net Banking
455,11/17/2023,East,Delhi,Electronics,Mobile,CUST1912,58,Female,3,3801,0.1,10262.7,2638.22,UPI
456,11/9/2023,South,Mumbai,Grocery,Rice,CUST1280,39,Male,5,2928,0.18,12004.8,3513.27,UPI
457,1/10/2023,East,Delhi,Grocery,Oil,CUST1483,25,Male,1,282,0.15,239.7,63.57,Cash
458,2/22/2023,West,Chennai,Clothing,Jeans,CUST1407,32,Female,4,759,0.2,2428.8,795.24,Net Banking
459,1/12/2023,East,Mumbai,Grocery,Rice,CUST1630,48,Female,4,1328,0.28,3824.64,702.98,Net Banking
460,2/18/2023,West,Mumbai,Clothing,Shirt,CUST1590,48,Male,2,4549,0.22,7096.44,2260.47,Card
461,10/21/2023,West,Mumbai,Furniture,Chair,CUST1208,40,Male,1,1984,0.01,1964.16,622.93,Cash
462,6/6/2023,North,Kolkata,Clothing,Dress,CUST1667,28,Male,2,2537,0.07,4718.82,838.67,Card
463,6/11/2023,East,Kolkata,Furniture,Table,CUST1427,21,Male,1,2724,0.04,2615.04,602.78,Card
464,4/22/2023,West,Delhi,Grocery,Snacks,CUST1567,29,Female,4,918,0.13,3194.64,405.77,Net Banking
465,11/12/2023,East,Bangalore,Electronics,Headphones,CUST1986,42,Male,3,3592,0.03,10452.72,4048.47,UPI
466,4/11/2023,West,Delhi,Clothing,Jacket,CUST1928,41,Male,2,4218,0.08,7761.12,1065.96,Cash
